,Date,Day,Territory,Menu Item,Price (SGD),Price (VND),Category,Menu
1,2025/01/23,Thu,Singapore,Prosperity Waffles Platter,8.65,160356.85,What's New,Breakfast Menu
2,2025/01/23,Thu,Singapore,Prosperity Waffles Platter Meal,10.30,190945.15,What's New,Breakfast Menu
3,2025/01/23,Thu,Singapore,McMuffin Stack,7.90,146453.08,What's New,Breakfast Menu
4,2025/01/23,Thu,Singapore,McMuffin Stack Meal,9.70,179822.13,What's New,Breakfast Menu
5,2025/01/23,Thu,Singapore,McMuffin Stack,7.90,146453.08,Burgers & Muffins,Breakfast Menu
6,2025/01/23,Thu,Singapore,McMuffin Stack Meal,9.70,179822.13,Burgers & Muffins,Breakfast Menu
7,2025/01/23,Thu,Singapore,Double Sausage Egg McMuffin®,6.70,124207.04,Burgers & Muffins,Breakfast Menu
8,2025/01/23,Thu,Singapore,Double Sausage Egg McMuffin® Meal,8.50,157576.09,Burgers & Muffins,Breakfast Menu
9,2025/01/23,Thu,Singapore,Sausage Egg McMuffin®,5.30,98253.33,Burgers & Muffins,Breakfast Menu
10,2025/01/23,Thu,Singapore,Sausage Egg McMuffin® Meal,7.10,131622.38,Burgers & Muffins,Breakfast Menu
11,2025/01/23,Thu,Singapore,Double Sausage McMuffin®,5.70,105668.67,Burgers & Muffins,Breakfast Menu
12,2025/01/23,Thu,Singapore,Double Sausage McMuffin® Meal,7.40,137183.89,Burgers & Muffins,Breakfast Menu
13,2025/01/23,Thu,Singapore,Scrambled Egg Burger with Sausage,5.50,101961.00,Burgers & Muffins,Breakfast Menu
14,2025/01/23,Thu,Singapore,Scrambled Egg Burger with Sausage Meal,7.20,133476.22,Burgers & Muffins,Breakfast Menu
15,2025/01/23,Thu,Singapore,Scrambled Egg Burger with Chicken,5.50,101961.00,Burgers & Muffins,Breakfast Menu
16,2025/01/23,Thu,Singapore,Scrambled Egg Burger with Chicken Meal,7.20,133476.22,Burgers & Muffins,Breakfast Menu
17,2025/01/23,Thu,Singapore,Double Filet-O-Fish®,8.15,151087.67,Burgers & Muffins,Breakfast Menu
18,2025/01/23,Thu,Singapore,Double Filet-O-Fish® Meal,10.00,185383.64,Burgers & Muffins,Breakfast Menu
19,2025/01/23,Thu,Singapore,Filet-O-Fish®,6.25,115864.78,Burgers & Muffins,Breakfast Menu
20,2025/01/23,Thu,Singapore,Filet-O-Fish® Meal,7.60,140891.57,Burgers & Muffins,Breakfast Menu
21,2025/01/23,Thu,Singapore,Chicken Muffin with Egg,5.20,96399.49,Burgers & Muffins,Breakfast Menu
22,2025/01/23,Thu,Singapore,Chicken Muffin with Egg Meal,7.00,129768.55,Burgers & Muffins,Breakfast Menu
23,2025/01/23,Thu,Singapore,Chicken Bacon and Egg McMuffin®,5.20,96399.49,Burgers & Muffins,Breakfast Menu
24,2025/01/23,Thu,Singapore,Chicken Bacon and Egg McMuffin® Meal,6.30,116791.69,Burgers & Muffins,Breakfast Menu
25,2025/01/23,Thu,Singapore,Sausage McMuffin®,4.30,79714.97,Burgers & Muffins,Breakfast Menu
26,2025/01/23,Thu,Singapore,Sausage McMuffin® Meal,6.00,111230.18,Burgers & Muffins,Breakfast Menu
27,2025/01/23,Thu,Singapore,Chicken Muffin,4.30,79714.97,Burgers & Muffins,Breakfast Menu
28,2025/01/23,Thu,Singapore,Chicken Muffin Meal,6.00,111230.18,Burgers & Muffins,Breakfast Menu
29,2025/01/23,Thu,Singapore,Egg McMuffin®,5.20,96399.49,Burgers & Muffins,Breakfast Menu
30,2025/01/23,Thu,Singapore,Egg McMuffin® Meal,6.30,116791.69,Burgers & Muffins,Breakfast Menu
31,2025/01/23,Thu,Singapore,Prosperity Waffles Platter,8.65,160356.85,Platters,Breakfast Menu
