,Date,Day,Territory,Menu Item,Price (SGD),Price (VND),Category,Menu
1,2025/01/17,Fri,Singapore,Prosperity Waffles Platter,8.65,160880.88,What's New,Breakfast Menu
2,2025/01/17,Fri,Singapore,Prosperity Waffles Platter Meal,10.30,191569.14,What's New,Breakfast Menu
3,2025/01/17,Fri,Singapore,McMuffin Stack,7.90,146931.67,What's New,Breakfast Menu
4,2025/01/17,Fri,Singapore,McMuffin Stack Meal,9.70,180409.78,What's New,Breakfast Menu
5,2025/01/17,Fri,Singapore,McMuffin Stack,7.90,146931.67,Burgers & Muffins,Breakfast Menu
6,2025/01/17,Fri,Singapore,McMuffin Stack Meal,9.70,180409.78,Burgers & Muffins,Breakfast Menu
7,2025/01/17,Fri,Singapore,Double Sausage Egg McMuffin®,6.70,124612.94,Burgers & Muffins,Breakfast Menu
8,2025/01/17,Fri,Singapore,Double Sausage Egg McMuffin® Meal,8.50,158091.04,Burgers & Muffins,Breakfast Menu
9,2025/01/17,Fri,Singapore,Sausage Egg McMuffin®,5.30,98574.41,Burgers & Muffins,Breakfast Menu
10,2025/01/17,Fri,Singapore,Sausage Egg McMuffin® Meal,7.10,132052.52,Burgers & Muffins,Breakfast Menu
11,2025/01/17,Fri,Singapore,Double Sausage McMuffin®,5.70,106013.99,Burgers & Muffins,Breakfast Menu
12,2025/01/17,Fri,Singapore,Double Sausage McMuffin® Meal,7.40,137632.20,Burgers & Muffins,Breakfast Menu
13,2025/01/17,Fri,Singapore,Scrambled Egg Burger with Sausage,5.50,102294.20,Burgers & Muffins,Breakfast Menu
14,2025/01/17,Fri,Singapore,Scrambled Egg Burger with Sausage Meal,7.20,133912.41,Burgers & Muffins,Breakfast Menu
15,2025/01/17,Fri,Singapore,Scrambled Egg Burger with Chicken,5.50,102294.20,Burgers & Muffins,Breakfast Menu
16,2025/01/17,Fri,Singapore,Scrambled Egg Burger with Chicken Meal,7.20,133912.41,Burgers & Muffins,Breakfast Menu
17,2025/01/17,Fri,Singapore,Double Filet-O-Fish®,8.15,151581.41,Burgers & Muffins,Breakfast Menu
18,2025/01/17,Fri,Singapore,Double Filet-O-Fish® Meal,10.00,185989.46,Burgers & Muffins,Breakfast Menu
19,2025/01/17,Fri,Singapore,Filet-O-Fish®,6.25,116243.41,Burgers & Muffins,Breakfast Menu
20,2025/01/17,Fri,Singapore,Filet-O-Fish® Meal,7.60,141351.99,Burgers & Muffins,Breakfast Menu
21,2025/01/17,Fri,Singapore,Chicken Muffin with Egg,5.20,96714.52,Burgers & Muffins,Breakfast Menu
22,2025/01/17,Fri,Singapore,Chicken Muffin with Egg Meal,7.00,130192.62,Burgers & Muffins,Breakfast Menu
23,2025/01/17,Fri,Singapore,Chicken Bacon and Egg McMuffin®,5.20,96714.52,Burgers & Muffins,Breakfast Menu
24,2025/01/17,Fri,Singapore,Chicken Bacon and Egg McMuffin® Meal,6.30,117173.36,Burgers & Muffins,Breakfast Menu
25,2025/01/17,Fri,Singapore,Sausage McMuffin®,4.30,79975.47,Burgers & Muffins,Breakfast Menu
26,2025/01/17,Fri,Singapore,Sausage McMuffin® Meal,6.00,111593.68,Burgers & Muffins,Breakfast Menu
27,2025/01/17,Fri,Singapore,Chicken Muffin,4.30,79975.47,Burgers & Muffins,Breakfast Menu
28,2025/01/17,Fri,Singapore,Chicken Muffin Meal,6.00,111593.68,Burgers & Muffins,Breakfast Menu
29,2025/01/17,Fri,Singapore,Egg McMuffin®,5.20,96714.52,Burgers & Muffins,Breakfast Menu
30,2025/01/17,Fri,Singapore,Egg McMuffin® Meal,6.30,117173.36,Burgers & Muffins,Breakfast Menu
31,2025/01/17,Fri,Singapore,Prosperity Waffles Platter,8.65,160880.88,Platters,Breakfast Menu
32,2025/01/17,Fri,Singapore,Prosperity Waffles Platter Meal,10.30,191569.14,Platters,Breakfast Menu
33,2025/01/17,Fri,Singapore,Breakfast Deluxe,8.15,151581.41,Platters,Breakfast Menu
34,2025/01/17,Fri,Singapore,Breakfast Deluxe Meal,9.60,178549.88,Platters,Breakfast Menu
35,2025/01/17,Fri,Singapore,Big Breakfast®,7.10,132052.52,Platters,Breakfast Menu
36,2025/01/17,Fri,Singapore,Big Breakfast® Meal,8.05,149721.52,Platters,Breakfast Menu
37,2025/01/17,Fri,Singapore,Hotcakes with Sausage,7.30,135772.31,Platters,Breakfast Menu
38,2025/01/17,Fri,Singapore,Hotcakes with Sausage Meal,8.95,166460.57,Platters,Breakfast Menu
39,2025/01/17,Fri,Singapore,Hotcakes,6.30,117173.36,Platters,Breakfast Menu
40,2025/01/17,Fri,Singapore,Hotcakes Meal,8.30,154371.25,Platters,Breakfast Menu
41,2025/01/17,Fri,Singapore,Breakfast Wrap Sausage,6.40,119033.25,Breakfast Wraps,Breakfast Menu
42,2025/01/17,Fri,Singapore,Breakfast Wrap Sausage Meal,8.20,152511.36,Breakfast Wraps,Breakfast Menu
43,2025/01/17,Fri,Singapore,Breakfast Wrap Chicken Ham,6.20,115313.47,Breakfast Wraps,Breakfast Menu
44,2025/01/17,Fri,Singapore,Breakfast Wrap Chicken Ham Meal,8.00,148791.57,Breakfast Wraps,Breakfast Menu
45,2025/01/17,Fri,Singapore,Chicken McNuggets® (20pc),14.95,278054.24,McNuggets®,Breakfast Menu
46,2025/01/17,Fri,Singapore,Chicken McNuggets® (9pc),7.80,145071.78,McNuggets®,Breakfast Menu
47,2025/01/17,Fri,Singapore,Chicken McNuggets® (6pc),6.35,118103.31,McNuggets®,Breakfast Menu
48,2025/01/17,Fri,Singapore,Scrambled Egg Burger Junior Happy Meal®,5.80,107873.89,Happy Meal® and Family Meals,Breakfast Menu
49,2025/01/17,Fri,Singapore,Breakfast Hotcakes (2pc) Happy Meal®,5.80,107873.89,Happy Meal® and Family Meals,Breakfast Menu
50,2025/01/17,Fri,Singapore,Strawberry Bliss Sundae,3.20,59516.63,"Sides, Pies & Desserts",Breakfast Menu
51,2025/01/17,Fri,Singapore,Strawberry Hot Fudge Sundae,3.20,59516.63,"Sides, Pies & Desserts",Breakfast Menu
52,2025/01/17,Fri,Singapore,Strawberry OREO® McFlurry®,3.90,72535.89,"Sides, Pies & Desserts",Breakfast Menu
53,2025/01/17,Fri,Singapore,Maltesers® McFlurry®,4.10,76255.68,"Sides, Pies & Desserts",Breakfast Menu
54,2025/01/17,Fri,Singapore,Hash Brown,3.20,59516.63,"Sides, Pies & Desserts",Breakfast Menu
55,2025/01/17,Fri,Singapore,Apple Pie,1.90,35338.00,"Sides, Pies & Desserts",Breakfast Menu
56,2025/01/17,Fri,Singapore,Hot Fudge Sundae,2.90,53936.94,"Sides, Pies & Desserts",Breakfast Menu
57,2025/01/17,Fri,Singapore,Strawberry Sundae,2.90,53936.94,"Sides, Pies & Desserts",Breakfast Menu
58,2025/01/17,Fri,Singapore,OREO® McFlurry®,3.60,66956.21,"Sides, Pies & Desserts",Breakfast Menu
59,2025/01/17,Fri,Singapore,Apple Slices,2.30,42777.58,"Sides, Pies & Desserts",Breakfast Menu
60,2025/01/17,Fri,Singapore,McCafé Iced Latte (No Sugar),4.70,87415.05,Drinks,Breakfast Menu
61,2025/01/17,Fri,Singapore,McCafé Iced Latte (With Sugar Syrup),4.70,87415.05,Drinks,Breakfast Menu
62,2025/01/17,Fri,Singapore,McCafé Latte,4.50,83695.26,Drinks,Breakfast Menu
63,2025/01/17,Fri,Singapore,McCafé Cappuccino,4.50,83695.26,Drinks,Breakfast Menu
64,2025/01/17,Fri,Singapore,McCafé Premium Roast Coffee Black,3.50,65096.31,Drinks,Breakfast Menu
65,2025/01/17,Fri,Singapore,McCafé Premium Roast Coffee with Milk,3.50,65096.31,Drinks,Breakfast Menu
66,2025/01/17,Fri,Singapore,Iced Milo® Small,4.50,83695.26,Drinks,Breakfast Menu
