,Date,Day,Territory,Menu Item,Price (SGD),Price (VND),Category,Menu
1,2025/02/01,Sat,Singapore,McMuffin Stack,7.90,146073.86,What's New,Breakfast Menu
2,2025/02/01,Sat,Singapore,McMuffin Stack Meal,9.70,179356.51,What's New,Breakfast Menu
3,2025/02/01,Sat,Singapore,McMuffin Stack,7.90,146073.86,Burgers & Muffins,Breakfast Menu
4,2025/02/01,Sat,Singapore,McMuffin Stack Meal,9.70,179356.51,Burgers & Muffins,Breakfast Menu
5,2025/02/01,Sat,Singapore,Double Sausage Egg McMuffin®,6.70,123885.43,Burgers & Muffins,Breakfast Menu
6,2025/02/01,Sat,Singapore,Double Sausage Egg McMuffin® Meal,8.50,157168.08,Burgers & Muffins,Breakfast Menu
7,2025/02/01,Sat,Singapore,Sausage Egg McMuffin®,5.30,97998.92,Burgers & Muffins,Breakfast Menu
8,2025/02/01,Sat,Singapore,Sausage Egg McMuffin® Meal,7.10,131281.57,Burgers & Muffins,Breakfast Menu
9,2025/02/01,Sat,Singapore,Double Sausage McMuffin®,5.70,105395.06,Burgers & Muffins,Breakfast Menu
10,2025/02/01,Sat,Singapore,Double Sausage McMuffin® Meal,7.40,136828.68,Burgers & Muffins,Breakfast Menu
11,2025/02/01,Sat,Singapore,Scrambled Egg Burger with Sausage,5.50,101696.99,Burgers & Muffins,Breakfast Menu
12,2025/02/01,Sat,Singapore,Scrambled Egg Burger with Sausage Meal,7.20,133130.61,Burgers & Muffins,Breakfast Menu
13,2025/02/01,Sat,Singapore,Scrambled Egg Burger with Chicken,5.50,101696.99,Burgers & Muffins,Breakfast Menu
14,2025/02/01,Sat,Singapore,Scrambled Egg Burger with Chicken Meal,7.20,133130.61,Burgers & Muffins,Breakfast Menu
15,2025/02/01,Sat,Singapore,Double Filet-O-Fish®,8.15,150696.45,Burgers & Muffins,Breakfast Menu
16,2025/02/01,Sat,Singapore,Double Filet-O-Fish® Meal,10.00,184903.62,Burgers & Muffins,Breakfast Menu
17,2025/02/01,Sat,Singapore,Filet-O-Fish®,6.25,115564.76,Burgers & Muffins,Breakfast Menu
18,2025/02/01,Sat,Singapore,Filet-O-Fish® Meal,7.60,140526.75,Burgers & Muffins,Breakfast Menu
19,2025/02/01,Sat,Singapore,Chicken Muffin with Egg,5.20,96149.88,Burgers & Muffins,Breakfast Menu
20,2025/02/01,Sat,Singapore,Chicken Muffin with Egg Meal,7.00,129432.53,Burgers & Muffins,Breakfast Menu
21,2025/02/01,Sat,Singapore,Chicken Bacon and Egg McMuffin®,5.20,96149.88,Burgers & Muffins,Breakfast Menu
22,2025/02/01,Sat,Singapore,Chicken Bacon and Egg McMuffin® Meal,6.30,116489.28,Burgers & Muffins,Breakfast Menu
23,2025/02/01,Sat,Singapore,Sausage McMuffin®,4.30,79508.56,Burgers & Muffins,Breakfast Menu
24,2025/02/01,Sat,Singapore,Sausage McMuffin® Meal,6.00,110942.17,Burgers & Muffins,Breakfast Menu
25,2025/02/01,Sat,Singapore,Chicken Muffin,4.30,79508.56,Burgers & Muffins,Breakfast Menu
26,2025/02/01,Sat,Singapore,Chicken Muffin Meal,6.00,110942.17,Burgers & Muffins,Breakfast Menu
27,2025/02/01,Sat,Singapore,Egg McMuffin®,5.20,96149.88,Burgers & Muffins,Breakfast Menu
28,2025/02/01,Sat,Singapore,Egg McMuffin® Meal,6.30,116489.28,Burgers & Muffins,Breakfast Menu
29,2025/02/01,Sat,Singapore,Breakfast Deluxe,8.15,150696.45,Platters,Breakfast Menu
30,2025/02/01,Sat,Singapore,Breakfast Deluxe Meal,9.60,177507.48,Platters,Breakfast Menu
31,2025/02/01,Sat,Singapore,Big Breakfast®,7.10,131281.57,Platters,Breakfast Menu
32,2025/02/01,Sat,Singapore,Big Breakfast® Meal,8.05,148847.41,Platters,Breakfast Menu
33,2025/02/01,Sat,Singapore,Hotcakes with Sausage,7.30,134979.64,Platters,Breakfast Menu
34,2025/02/01,Sat,Singapore,Hotcakes with Sausage Meal,8.95,165488.74,Platters,Breakfast Menu
35,2025/02/01,Sat,Singapore,Hotcakes,6.30,116489.28,Platters,Breakfast Menu
36,2025/02/01,Sat,Singapore,Hotcakes Meal,8.30,153470.00,Platters,Breakfast Menu
37,2025/02/01,Sat,Singapore,Breakfast Wrap Sausage,6.40,118338.32,Breakfast Wraps,Breakfast Menu
38,2025/02/01,Sat,Singapore,Breakfast Wrap Sausage Meal,8.20,151620.97,Breakfast Wraps,Breakfast Menu
39,2025/02/01,Sat,Singapore,Breakfast Wrap Chicken Ham,6.20,114640.24,Breakfast Wraps,Breakfast Menu
40,2025/02/01,Sat,Singapore,Breakfast Wrap Chicken Ham Meal,8.00,147922.90,Breakfast Wraps,Breakfast Menu
41,2025/02/01,Sat,Singapore,Chicken McNuggets® (20pc),14.95,276430.91,McNuggets®,Breakfast Menu
42,2025/02/01,Sat,Singapore,Chicken McNuggets® (9pc),7.80,144224.82,McNuggets®,Breakfast Menu
43,2025/02/01,Sat,Singapore,Chicken McNuggets® (6pc),6.35,117413.80,McNuggets®,Breakfast Menu
44,2025/02/01,Sat,Singapore,Scrambled Egg Burger Junior Happy Meal®,5.80,107244.10,Happy Meal® and Family Meals,Breakfast Menu
45,2025/02/01,Sat,Singapore,Breakfast Hotcakes (2pc) Happy Meal®,5.80,107244.10,Happy Meal® and Family Meals,Breakfast Menu
46,2025/02/01,Sat,Singapore,Hash Brown,3.20,59169.16,"Sides, Pies & Desserts",Breakfast Menu
47,2025/02/01,Sat,Singapore,Apple Pie,1.90,35131.69,"Sides, Pies & Desserts",Breakfast Menu
48,2025/02/01,Sat,Singapore,Apple Slices,2.30,42527.83,"Sides, Pies & Desserts",Breakfast Menu
49,2025/02/01,Sat,Singapore,McCafé Premium Roast Coffee Black,3.50,64716.27,Drinks,Breakfast Menu
50,2025/02/01,Sat,Singapore,McCafé Premium Roast Coffee with Milk,3.50,64716.27,Drinks,Breakfast Menu
51,2025/02/01,Sat,Singapore,Iced Milo® Small,4.50,83206.63,Drinks,Breakfast Menu
52,2025/02/01,Sat,Singapore,Iced Milo® Medium,4.70,86904.70,Drinks,Breakfast Menu
53,2025/02/01,Sat,Singapore,Hot Milo®,3.60,66565.30,Drinks,Breakfast Menu
54,2025/02/01,Sat,Singapore,Tea Black,3.50,64716.27,Drinks,Breakfast Menu
55,2025/02/01,Sat,Singapore,Tea with Milk,3.50,64716.27,Drinks,Breakfast Menu
56,2025/02/01,Sat,Singapore,Coke® Zero Sugar Small,3.50,64716.27,Drinks,Breakfast Menu
57,2025/02/01,Sat,Singapore,Coke® Zero Sugar Medium,4.20,77659.52,Drinks,Breakfast Menu
58,2025/02/01,Sat,Singapore,Coke® Zero Sugar Large,4.50,83206.63,Drinks,Breakfast Menu
59,2025/02/01,Sat,Singapore,Coke® Original Taste Less Sugar Small,3.50,64716.27,Drinks,Breakfast Menu
60,2025/02/01,Sat,Singapore,Coke® Original Taste Less Sugar Medium,4.20,77659.52,Drinks,Breakfast Menu
61,2025/02/01,Sat,Singapore,Coke® Original Taste Less Sugar Large,4.50,83206.63,Drinks,Breakfast Menu
62,2025/02/01,Sat,Singapore,Sprite® Small,3.50,64716.27,Drinks,Breakfast Menu
63,2025/02/01,Sat,Singapore,Sprite® Medium,4.20,77659.52,Drinks,Breakfast Menu
64,2025/02/01,Sat,Singapore,Sprite® Large,4.50,83206.63,Drinks,Breakfast Menu
65,2025/02/01,Sat,Singapore,Iced Lemon Tea Small,4.30,79508.56,Drinks,Breakfast Menu
66,2025/02/01,Sat,Singapore,Iced Lemon Tea Medium,4.55,84131.15,Drinks,Breakfast Menu
67,2025/02/01,Sat,Singapore,Iced Lemon Tea Large,4.75,87829.22,Drinks,Breakfast Menu
68,2025/02/01,Sat,Singapore,Jasmine Green Tea Small,4.30,79508.56,Drinks,Breakfast Menu
69,2025/02/01,Sat,Singapore,Jasmine Green Tea Medium,4.55,84131.15,Drinks,Breakfast Menu
70,2025/02/01,Sat,Singapore,Mocha Frappé  Small,4.75,87829.22,Drinks,Breakfast Menu
71,2025/02/01,Sat,Singapore,Mocha Frappé Medium,5.30,97998.92,Drinks,Breakfast Menu
72,2025/02/01,Sat,Singapore,Double Chocolate Frappé Small,4.75,87829.22,Drinks,Breakfast Menu
73,2025/02/01,Sat,Singapore,Double Chocolate Frappé Medium,5.30,97998.92,Drinks,Breakfast Menu
74,2025/02/01,Sat,Singapore,Caramel Frappé Small,4.75,87829.22,Drinks,Breakfast Menu
75,2025/02/01,Sat,Singapore,Caramel Frappé Medium,5.30,97998.92,Drinks,Breakfast Menu
76,2025/02/01,Sat,Singapore,Pure Orange Juice Small,4.60,85055.67,Drinks,Breakfast Menu
77,2025/02/01,Sat,Singapore,Oatside Original Flavoured Oatmilk,3.20,59169.16,Drinks,Breakfast Menu
78,2025/02/01,Sat,Singapore,Kiyo Grape Juice,2.50,46225.90,Drinks,Breakfast Menu
79,2025/02/01,Sat,Singapore,"Low-fat, High-Calcium Milk",3.35,61942.71,Drinks,Breakfast Menu
80,2025/02/01,Sat,Singapore,Curry Sauce,0.50,9245.18,Sauces & Condiments,Breakfast Menu
81,2025/02/01,Sat,Singapore,Barbeque Sauce,0.50,9245.18,Sauces & Condiments,Breakfast Menu
82,2025/02/01,Sat,Singapore,Honey Mustard Sauce,0.50,9245.18,Sauces & Condiments,Breakfast Menu
83,2025/02/01,Sat,Singapore,Whipped Butter,0.50,9245.18,Sauces & Condiments,Breakfast Menu
84,2025/02/01,Sat,Singapore,Hotcakes Syrup,0.50,9245.18,Sauces & Condiments,Breakfast Menu
