,Date,Day,Territory,Menu Item,Price (SGD),Price (VND),Category,Menu
1,2024/12/18,Wed,Singapore,Belgian Waffles Platter,7.80,147033.68,What's New,Breakfast Menu
2,2024/12/18,Wed,Singapore,Belgian Waffles Platter Meal,9.00,169654.25,What's New,Breakfast Menu
3,2024/12/18,Wed,Singapore,2xVM: Belgian Waffles Platter EVM + SME EVM,15.75,296894.93,What's New,Breakfast Menu
4,2024/12/18,Wed,Singapore,2xVM: Belgian Waffles Platter EVM + CME EVM,15.65,295009.89,What's New,Breakfast Menu
5,2024/12/18,Wed,Singapore,Potato Pops,5.70,107447.69,What's New,Breakfast Menu
6,2024/12/18,Wed,Singapore,Maltesers® McFlurry®,4.10,77286.94,What's New,Breakfast Menu
7,2024/12/18,Wed,Singapore,Chicken Bacon and Egg McMuffin®,5.20,98022.45,Burgers & Muffins,Breakfast Menu
8,2024/12/18,Wed,Singapore,Chicken Bacon and Egg McMuffin® Meal,6.30,118757.97,Burgers & Muffins,Breakfast Menu
9,2024/12/18,Wed,Singapore,Double Sausage Egg McMuffin®,6.70,126298.16,Burgers & Muffins,Breakfast Menu
10,2024/12/18,Wed,Singapore,Double Sausage Egg McMuffin® Meal,8.50,160229.01,Burgers & Muffins,Breakfast Menu
11,2024/12/18,Wed,Singapore,Sausage Egg McMuffin®,5.30,99907.50,Burgers & Muffins,Breakfast Menu
12,2024/12/18,Wed,Singapore,Sausage Egg McMuffin® Meal,7.10,133838.35,Burgers & Muffins,Breakfast Menu
13,2024/12/18,Wed,Singapore,Double Sausage McMuffin®,5.70,107447.69,Burgers & Muffins,Breakfast Menu
14,2024/12/18,Wed,Singapore,Double Sausage McMuffin® Meal,7.40,139493.49,Burgers & Muffins,Breakfast Menu
15,2024/12/18,Wed,Singapore,Scrambled Egg Burger with Sausage,5.50,103677.60,Burgers & Muffins,Breakfast Menu
16,2024/12/18,Wed,Singapore,Scrambled Egg Burger with Sausage Meal,7.20,135723.40,Burgers & Muffins,Breakfast Menu
17,2024/12/18,Wed,Singapore,Scrambled Egg Burger with Chicken,5.50,103677.60,Burgers & Muffins,Breakfast Menu
18,2024/12/18,Wed,Singapore,Scrambled Egg Burger with Chicken Meal,7.20,135723.40,Burgers & Muffins,Breakfast Menu
19,2024/12/18,Wed,Singapore,Double Filet-O-Fish®,8.15,153631.35,Burgers & Muffins,Breakfast Menu
20,2024/12/18,Wed,Singapore,Double Filet-O-Fish® Meal,10.00,188504.72,Burgers & Muffins,Breakfast Menu
21,2024/12/18,Wed,Singapore,Filet-O-Fish®,6.25,117815.45,Burgers & Muffins,Breakfast Menu
22,2024/12/18,Wed,Singapore,Filet-O-Fish® Meal,7.60,143263.59,Burgers & Muffins,Breakfast Menu
23,2024/12/18,Wed,Singapore,Chicken Muffin with Egg,5.20,98022.45,Burgers & Muffins,Breakfast Menu
24,2024/12/18,Wed,Singapore,Chicken Muffin with Egg Meal,7.00,131953.30,Burgers & Muffins,Breakfast Menu
25,2024/12/18,Wed,Singapore,Sausage McMuffin®,4.30,81057.03,Burgers & Muffins,Breakfast Menu
26,2024/12/18,Wed,Singapore,Sausage McMuffin® Meal,6.00,113102.83,Burgers & Muffins,Breakfast Menu
27,2024/12/18,Wed,Singapore,Chicken Muffin,4.30,81057.03,Burgers & Muffins,Breakfast Menu
28,2024/12/18,Wed,Singapore,Chicken Muffin Meal,6.00,113102.83,Burgers & Muffins,Breakfast Menu
29,2024/12/18,Wed,Singapore,Egg McMuffin®,5.20,98022.45,Burgers & Muffins,Breakfast Menu
30,2024/12/18,Wed,Singapore,Egg McMuffin® Meal,6.30,118757.97,Burgers & Muffins,Breakfast Menu
31,2024/12/18,Wed,Singapore,Belgian Waffles Platter,7.80,147033.68,Platters,Breakfast Menu
32,2024/12/18,Wed,Singapore,Belgian Waffles Platter Meal,9.00,169654.25,Platters,Breakfast Menu
33,2024/12/18,Wed,Singapore,Breakfast Deluxe™,8.15,153631.35,Platters,Breakfast Menu
34,2024/12/18,Wed,Singapore,Breakfast Deluxe™ Meal,9.60,180964.53,Platters,Breakfast Menu
