,Date,Day,Territory,Menu Item,Price (SGD),Price (VND),Category,Menu
1,2024/11/27,Wed,Singapore,Breakfast Bagel Smoked Chicken Ham Meal,7.70,145152.14,What's New,Breakfast Menu
2,2024/11/27,Wed,Singapore,Breakfast Bagel Sausage Meal,7.70,145152.14,What's New,Breakfast Menu
3,2024/11/27,Wed,Singapore,Breakfast Bagel Meal,6.85,129128.85,What's New,Breakfast Menu
4,2024/11/27,Wed,Singapore,Breakfast Bagel (Saus/Ham) + Breakfast Deluxe™,16.30,307270.11,What's New,Breakfast Menu
5,2024/11/27,Wed,Singapore,Potato Pops,5.70,107450.28,What's New,Breakfast Menu
6,2024/11/27,Wed,Singapore,Breakfast Bagel Smoked Chicken Ham Meal,7.70,145152.14,Value Meals,Breakfast Menu
7,2024/11/27,Wed,Singapore,Breakfast Bagel Sausage Meal,7.70,145152.14,Value Meals,Breakfast Menu
8,2024/11/27,Wed,Singapore,Breakfast Bagel Meal,6.85,129128.85,Value Meals,Breakfast Menu
9,2024/11/27,Wed,Singapore,Chicken Bacon and Egg McMuffin® Meal,6.30,118760.84,Value Meals,Breakfast Menu
10,2024/11/27,Wed,Singapore,Sausage McMuffin® Meal,6.00,113105.56,Value Meals,Breakfast Menu
11,2024/11/27,Wed,Singapore,Chicken Muffin Meal,6.00,113105.56,Value Meals,Breakfast Menu
12,2024/11/27,Wed,Singapore,Egg McMuffin® Meal,6.30,118760.84,Value Meals,Breakfast Menu
13,2024/11/27,Wed,Singapore,Sausage Egg McMuffin® Meal,7.10,133841.58,Value Meals,Breakfast Menu
14,2024/11/27,Wed,Singapore,Breakfast Wrap Sausage Meal,8.20,154577.60,Value Meals,Breakfast Menu
15,2024/11/27,Wed,Singapore,Breakfast Wrap Chicken Ham Meal,8.00,150807.42,Value Meals,Breakfast Menu
16,2024/11/27,Wed,Singapore,Scrambled Egg Burger with Sausage Meal,7.20,135726.67,Value Meals,Breakfast Menu
17,2024/11/27,Wed,Singapore,Scrambled Egg Burger with Chicken Meal,7.20,135726.67,Value Meals,Breakfast Menu
18,2024/11/27,Wed,Singapore,Double Sausage McMuffin® Meal,7.40,139496.86,Value Meals,Breakfast Menu
19,2024/11/27,Wed,Singapore,Double Sausage Egg McMuffin® Meal,8.50,160232.88,Value Meals,Breakfast Menu
20,2024/11/27,Wed,Singapore,Chicken Muffin with Egg Meal,7.00,131956.49,Value Meals,Breakfast Menu
21,2024/11/27,Wed,Singapore,Breakfast Deluxe™ Meal,9.60,180968.90,Value Meals,Breakfast Menu
22,2024/11/27,Wed,Singapore,Big Breakfast® Meal,8.05,151749.96,Value Meals,Breakfast Menu
23,2024/11/27,Wed,Singapore,Hotcakes™ Meal,8.30,156462.69,Value Meals,Breakfast Menu
24,2024/11/27,Wed,Singapore,Hotcakes™ with Sausage Meal,8.95,168715.80,Value Meals,Breakfast Menu
25,2024/11/27,Wed,Singapore,Filet-O-Fish® Meal,7.60,143267.05,Value Meals,Breakfast Menu
26,2024/11/27,Wed,Singapore,Double Filet-O-Fish® Meal,10.00,188509.27,Value Meals,Breakfast Menu
27,2024/11/27,Wed,Singapore,Double Sausage Egg McMuffin® Meal,8.50,160232.88,Fan Favourites,Breakfast Menu
28,2024/11/27,Wed,Singapore,Double Sausage McMuffin® Meal,7.40,139496.86,Fan Favourites,Breakfast Menu
29,2024/11/27,Wed,Singapore,Breakfast Bagel (Saus/Ham) + Breakfast Deluxe™,16.30,307270.11,Happy Meal® and Family Meals,Breakfast Menu
30,2024/11/27,Wed,Singapore,Fam Meal: Breakfast Deluxe Meal + Sausage McMuffin® with Egg Meal + Hotcakes Happy Meal®,22.20,418490.58,Happy Meal® and Family Meals,Breakfast Menu
31,2024/11/27,Wed,Singapore,Scrambled Egg Burger Junior Happy Meal®,5.80,109335.38,Happy Meal® and Family Meals,Breakfast Menu
32,2024/11/27,Wed,Singapore,Breakfast Hotcakes (2pc) Happy Meal®,5.80,109335.38,Happy Meal® and Family Meals,Breakfast Menu
33,2024/11/27,Wed,Singapore,Breakfast Bagel Smoked Chicken Ham,5.80,109335.38,Ala Carte,Breakfast Menu
34,2024/11/27,Wed,Singapore,Breakfast Bagel Sausage,5.80,109335.38,Ala Carte,Breakfast Menu
35,2024/11/27,Wed,Singapore,Breakfast Bagel,4.85,91427.00,Ala Carte,Breakfast Menu
36,2024/11/27,Wed,Singapore,Chicken Bacon and Egg McMuffin®,5.20,98024.82,Ala Carte,Breakfast Menu
37,2024/11/27,Wed,Singapore,Sausage McMuffin®,4.30,81058.99,Ala Carte,Breakfast Menu
38,2024/11/27,Wed,Singapore,Chicken Muffin,4.30,81058.99,Ala Carte,Breakfast Menu
39,2024/11/27,Wed,Singapore,Egg McMuffin®,5.20,98024.82,Ala Carte,Breakfast Menu
40,2024/11/27,Wed,Singapore,Sausage Egg McMuffin®,5.30,99909.91,Ala Carte,Breakfast Menu
41,2024/11/27,Wed,Singapore,Breakfast Wrap Sausage,6.40,120645.93,Ala Carte,Breakfast Menu
42,2024/11/27,Wed,Singapore,Breakfast Wrap Chicken Ham,6.20,116875.75,Ala Carte,Breakfast Menu
43,2024/11/27,Wed,Singapore,Scrambled Egg Burger with Sausage,5.50,103680.10,Ala Carte,Breakfast Menu
44,2024/11/27,Wed,Singapore,Scrambled Egg Burger with Chicken,5.50,103680.10,Ala Carte,Breakfast Menu
45,2024/11/27,Wed,Singapore,Double Sausage McMuffin®,5.70,107450.28,Ala Carte,Breakfast Menu
46,2024/11/27,Wed,Singapore,Double Sausage Egg McMuffin®,6.70,126301.21,Ala Carte,Breakfast Menu
47,2024/11/27,Wed,Singapore,Chicken Muffin with Egg,5.20,98024.82,Ala Carte,Breakfast Menu
48,2024/11/27,Wed,Singapore,Breakfast Deluxe™,8.15,153635.06,Ala Carte,Breakfast Menu
49,2024/11/27,Wed,Singapore,Big Breakfast®,7.10,133841.58,Ala Carte,Breakfast Menu
50,2024/11/27,Wed,Singapore,Hotcakes™,6.30,118760.84,Ala Carte,Breakfast Menu
51,2024/11/27,Wed,Singapore,Hotcakes™ with Sausage,7.30,137611.77,Ala Carte,Breakfast Menu
52,2024/11/27,Wed,Singapore,Filet-O-Fish®,6.25,117818.29,Ala Carte,Breakfast Menu
53,2024/11/27,Wed,Singapore,Double Filet-O-Fish®,8.15,153635.06,Ala Carte,Breakfast Menu
54,2024/11/27,Wed,Singapore,Potato Pops,5.70,107450.28,Sides,Breakfast Menu
55,2024/11/27,Wed,Singapore,Apple Pie,1.90,35816.76,Sides,Breakfast Menu
56,2024/11/27,Wed,Singapore,Hashbrown™,3.20,60322.97,Sides,Breakfast Menu
57,2024/11/27,Wed,Singapore,Apple Slices,2.30,43357.13,Sides,Breakfast Menu
58,2024/11/27,Wed,Singapore,Pineapple Twist Hot Fudge Sundae,2.95,55610.23,Desserts,Breakfast Menu
59,2024/11/27,Wed,Singapore,Pineapple Twist Strawberry Sundae,2.95,55610.23,Desserts,Breakfast Menu
60,2024/11/27,Wed,Singapore,Pineapple Twist OREO® McFlurry®,3.90,73518.62,Desserts,Breakfast Menu
61,2024/11/27,Wed,Singapore,Pineapple Twist Mudpie McFlurry®,4.15,78231.35,Desserts,Breakfast Menu
62,2024/11/27,Wed,Singapore,Pineapple Twist Strawberry Shortcake McFlurry®,4.15,78231.35,Desserts,Breakfast Menu
63,2024/11/27,Wed,Singapore,OREO® McFlurry®,3.60,67863.34,Desserts,Breakfast Menu
64,2024/11/27,Wed,Singapore,Mudpie McFlurry®,4.00,75403.71,Desserts,Breakfast Menu
65,2024/11/27,Wed,Singapore,Strawberry Shortcake McFlurry®,4.00,75403.71,Desserts,Breakfast Menu
66,2024/11/27,Wed,Singapore,Hot Fudge Sundae,2.90,54667.69,Desserts,Breakfast Menu
