,Date,Day,Territory,Menu Item,Price (SGD),Price (VND),Category,Menu
1,2025/02/28,Fri,Singapore,Nasi Lemak Burger Upsized Feast,14.30,270920.34,What's New,Regular Menu
2,2025/02/28,Fri,Singapore,Curry Chicken McNuggets® (9pc) Upsized Feast,13.55,256711.23,What's New,Regular Menu
3,2025/02/28,Fri,Singapore,Curry Chicken McNuggets® (6pc) Upsized Feast,12.05,228293.01,What's New,Regular Menu
4,2025/02/28,Fri,Singapore,Delivery Exclusive: Ramadan Double Delight,24.00,454691.47,What's New,Regular Menu
5,2025/02/28,Fri,Singapore,Nasi Lemak Burger,8.90,168614.75,What's New,Regular Menu
6,2025/02/28,Fri,Singapore,Nasi Lemak Burger Meal,11.20,212189.35,What's New,Regular Menu
7,2025/02/28,Fri,Singapore,Nasi Lemak Burger Upsized Meal,12.40,234923.93,What's New,Regular Menu
8,2025/02/28,Fri,Singapore,Curry Chicken McNuggets® (9pc),9.00,170509.30,What's New,Regular Menu
9,2025/02/28,Fri,Singapore,Curry Chicken McNuggets® (9pc) Meal,10.45,197980.25,What's New,Regular Menu
10,2025/02/28,Fri,Singapore,Curry Chicken McNuggets® (9pc) Upsized Meal,11.65,220714.82,What's New,Regular Menu
11,2025/02/28,Fri,Singapore,Curry Chicken McNuggets® (6pc),6.65,125987.43,What's New,Regular Menu
12,2025/02/28,Fri,Singapore,Curry Chicken McNuggets® (6pc) Meal,8.95,169562.03,What's New,Regular Menu
13,2025/02/28,Fri,Singapore,Curry Chicken McNuggets® (6pc) Upsized Meal,10.15,192296.60,What's New,Regular Menu
14,2025/02/28,Fri,Singapore,Ramadan Sharing Bundle,25.00,473636.95,What's New,Regular Menu
15,2025/02/28,Fri,Singapore,Curry Chicken McNuggets® (20pc),15.25,288918.54,What's New,Regular Menu
16,2025/02/28,Fri,Singapore,Chicken McNuggets® Mix (20pc),15.25,288918.54,What's New,Regular Menu
17,2025/02/28,Fri,Singapore,Smoky BBQ McShaker™ Fries,4.90,92832.84,What's New,Regular Menu
18,2025/02/28,Fri,Singapore,Ovaltine® McFlurry®,4.10,77676.46,What's New,Regular Menu
19,2025/02/28,Fri,Singapore,Nasi Lemak Burger,8.90,168614.75,Burgers,Regular Menu
20,2025/02/28,Fri,Singapore,Nasi Lemak Burger Meal,11.20,212189.35,Burgers,Regular Menu
21,2025/02/28,Fri,Singapore,Nasi Lemak Burger Upsized Meal,12.40,234923.93,Burgers,Regular Menu
22,2025/02/28,Fri,Singapore,McSpicy® with Cheese,8.60,162931.11,Burgers,Regular Menu
23,2025/02/28,Fri,Singapore,McSpicy® with Cheese Meal,11.05,209347.53,Burgers,Regular Menu
24,2025/02/28,Fri,Singapore,McSpicy® with Cheese Upsized Meal,12.25,232082.11,Burgers,Regular Menu
25,2025/02/28,Fri,Singapore,McSpicy®,7.30,138301.99,Burgers,Regular Menu
26,2025/02/28,Fri,Singapore,McSpicy® Meal,9.75,184718.41,Burgers,Regular Menu
27,2025/02/28,Fri,Singapore,McSpicy® Upsized Meal,10.95,207452.98,Burgers,Regular Menu
28,2025/02/28,Fri,Singapore,Double McSpicy® with Cheese,10.20,193243.88,Burgers,Regular Menu
29,2025/02/28,Fri,Singapore,Double McSpicy® with Cheese Meal,12.25,232082.11,Burgers,Regular Menu
30,2025/02/28,Fri,Singapore,Double McSpicy® with Cheese Upsized Meal,13.45,254816.68,Burgers,Regular Menu
31,2025/02/28,Fri,Singapore,Double McSpicy®,8.90,168614.75,Burgers,Regular Menu
32,2025/02/28,Fri,Singapore,Double McSpicy® Meal,10.95,207452.98,Burgers,Regular Menu
33,2025/02/28,Fri,Singapore,Double McSpicy® Upsized Meal,12.15,230187.56,Burgers,Regular Menu
34,2025/02/28,Fri,Singapore,Buttermilk Crispy Chicken,8.90,168614.75,Burgers,Regular Menu
35,2025/02/28,Fri,Singapore,Buttermilk Crispy Chicken Meal,11.25,213136.63,Burgers,Regular Menu
36,2025/02/28,Fri,Singapore,Buttermilk Crispy Chicken Upsized Meal,12.45,235871.20,Burgers,Regular Menu
37,2025/02/28,Fri,Singapore,Triple Cheeseburger,8.80,166720.21,Burgers,Regular Menu
38,2025/02/28,Fri,Singapore,Triple Cheeseburger Meal,10.45,197980.25,Burgers,Regular Menu
39,2025/02/28,Fri,Singapore,Triple Cheeseburger Upsized Meal,11.65,220714.82,Burgers,Regular Menu
40,2025/02/28,Fri,Singapore,Double Cheeseburger,6.35,120303.79,Burgers,Regular Menu
