,Date,Day,Territory,Menu Item,Price (SGD),Price (VND),Category,Menu
1,2025/01/19,Sun,Singapore,Prosperity Waffles Platter,8.65,159904.60,What's New,Breakfast Menu
2,2025/01/19,Sun,Singapore,Prosperity Waffles Platter Meal,10.30,190406.63,What's New,Breakfast Menu
3,2025/01/19,Sun,Singapore,McMuffin Stack,7.90,146040.04,What's New,Breakfast Menu
4,2025/01/19,Sun,Singapore,McMuffin Stack Meal,9.70,179314.99,What's New,Breakfast Menu
5,2025/01/19,Sun,Singapore,McMuffin Stack,7.90,146040.04,Burgers & Muffins,Breakfast Menu
6,2025/01/19,Sun,Singapore,McMuffin Stack Meal,9.70,179314.99,Burgers & Muffins,Breakfast Menu
7,2025/01/19,Sun,Singapore,Double Sausage Egg McMuffin®,6.70,123856.74,Burgers & Muffins,Breakfast Menu
8,2025/01/19,Sun,Singapore,Double Sausage Egg McMuffin® Meal,8.50,157131.69,Burgers & Muffins,Breakfast Menu
9,2025/01/19,Sun,Singapore,Sausage Egg McMuffin®,5.30,97976.23,Burgers & Muffins,Breakfast Menu
10,2025/01/19,Sun,Singapore,Sausage Egg McMuffin® Meal,7.10,131251.18,Burgers & Muffins,Breakfast Menu
11,2025/01/19,Sun,Singapore,Double Sausage McMuffin®,5.70,105370.66,Burgers & Muffins,Breakfast Menu
12,2025/01/19,Sun,Singapore,Double Sausage McMuffin® Meal,7.40,136797.00,Burgers & Muffins,Breakfast Menu
13,2025/01/19,Sun,Singapore,Scrambled Egg Burger with Sausage,5.50,101673.45,Burgers & Muffins,Breakfast Menu
14,2025/01/19,Sun,Singapore,Scrambled Egg Burger with Sausage Meal,7.20,133099.78,Burgers & Muffins,Breakfast Menu
15,2025/01/19,Sun,Singapore,Scrambled Egg Burger with Chicken,5.50,101673.45,Burgers & Muffins,Breakfast Menu
16,2025/01/19,Sun,Singapore,Scrambled Egg Burger with Chicken Meal,7.20,133099.78,Burgers & Muffins,Breakfast Menu
