,Date,Day,Territory,Menu Item,Price (SGD),Price (VND),Category,Menu
1,2025/01/09,Thu,Singapore,Chicken Bacon and Egg McMuffin®,5.20,96562.07,What's New,Breakfast Menu
2,2025/01/09,Thu,Singapore,Chicken Bacon and Egg McMuffin® Meal,6.30,116988.66,What's New,Breakfast Menu
3,2025/01/09,Thu,Singapore,Sausage McMuffin®,4.30,79849.40,What's New,Breakfast Menu
4,2025/01/09,Thu,Singapore,Sausage McMuffin® Meal,6.00,111417.77,What's New,Breakfast Menu
5,2025/01/09,Thu,Singapore,Chicken Muffin,4.30,79849.40,What's New,Breakfast Menu
6,2025/01/09,Thu,Singapore,Chicken Muffin Meal,6.00,111417.77,What's New,Breakfast Menu
7,2025/01/09,Thu,Singapore,Egg McMuffin®,5.20,96562.07,What's New,Breakfast Menu
8,2025/01/09,Thu,Singapore,Egg McMuffin® Meal,6.30,116988.66,What's New,Breakfast Menu
9,2025/01/09,Thu,Singapore,2xVM: Chic Bacon Egg McMuffin EVM + SEB EVM,12.35,229334.91,What's New,Breakfast Menu
10,2025/01/09,Thu,Singapore,Chicken Bacon and Egg McMuffin®,5.20,96562.07,Burgers & Muffins,Breakfast Menu
11,2025/01/09,Thu,Singapore,Chicken Bacon and Egg McMuffin® Meal,6.30,116988.66,Burgers & Muffins,Breakfast Menu
12,2025/01/09,Thu,Singapore,Double Sausage Egg McMuffin®,6.70,124416.51,Burgers & Muffins,Breakfast Menu
13,2025/01/09,Thu,Singapore,Double Sausage Egg McMuffin® Meal,8.50,157841.84,Burgers & Muffins,Breakfast Menu
14,2025/01/09,Thu,Singapore,Sausage Egg McMuffin®,5.30,98419.03,Burgers & Muffins,Breakfast Menu
15,2025/01/09,Thu,Singapore,Sausage Egg McMuffin® Meal,7.10,131844.36,Burgers & Muffins,Breakfast Menu
16,2025/01/09,Thu,Singapore,Double Sausage McMuffin®,5.70,105846.88,Burgers & Muffins,Breakfast Menu
17,2025/01/09,Thu,Singapore,Double Sausage McMuffin® Meal,7.40,137415.25,Burgers & Muffins,Breakfast Menu
18,2025/01/09,Thu,Singapore,Scrambled Egg Burger with Sausage,5.50,102132.95,Burgers & Muffins,Breakfast Menu
19,2025/01/09,Thu,Singapore,Scrambled Egg Burger with Sausage Meal,7.20,133701.32,Burgers & Muffins,Breakfast Menu
20,2025/01/09,Thu,Singapore,Scrambled Egg Burger with Chicken,5.50,102132.95,Burgers & Muffins,Breakfast Menu
21,2025/01/09,Thu,Singapore,Scrambled Egg Burger with Chicken Meal,7.20,133701.32,Burgers & Muffins,Breakfast Menu
22,2025/01/09,Thu,Singapore,Double Filet-O-Fish®,8.15,151342.47,Burgers & Muffins,Breakfast Menu
23,2025/01/09,Thu,Singapore,Double Filet-O-Fish® Meal,10.00,185696.28,Burgers & Muffins,Breakfast Menu
24,2025/01/09,Thu,Singapore,Filet-O-Fish®,6.25,116060.18,Burgers & Muffins,Breakfast Menu
25,2025/01/09,Thu,Singapore,Filet-O-Fish® Meal,7.60,141129.17,Burgers & Muffins,Breakfast Menu
26,2025/01/09,Thu,Singapore,Chicken Muffin with Egg,5.20,96562.07,Burgers & Muffins,Breakfast Menu
27,2025/01/09,Thu,Singapore,Chicken Muffin with Egg Meal,7.00,129987.40,Burgers & Muffins,Breakfast Menu
28,2025/01/09,Thu,Singapore,Sausage McMuffin®,4.30,79849.40,Burgers & Muffins,Breakfast Menu
29,2025/01/09,Thu,Singapore,Sausage McMuffin® Meal,6.00,111417.77,Burgers & Muffins,Breakfast Menu
30,2025/01/09,Thu,Singapore,Chicken Muffin,4.30,79849.40,Burgers & Muffins,Breakfast Menu
31,2025/01/09,Thu,Singapore,Chicken Muffin Meal,6.00,111417.77,Burgers & Muffins,Breakfast Menu
32,2025/01/09,Thu,Singapore,Egg McMuffin®,5.20,96562.07,Burgers & Muffins,Breakfast Menu
33,2025/01/09,Thu,Singapore,Egg McMuffin® Meal,6.30,116988.66,Burgers & Muffins,Breakfast Menu
34,2025/01/09,Thu,Singapore,Breakfast Deluxe™,8.15,151342.47,Platters,Breakfast Menu
35,2025/01/09,Thu,Singapore,Breakfast Deluxe™ Meal,9.60,178268.43,Platters,Breakfast Menu
36,2025/01/09,Thu,Singapore,Big Breakfast®,7.10,131844.36,Platters,Breakfast Menu
37,2025/01/09,Thu,Singapore,Big Breakfast® Meal,8.05,149485.51,Platters,Breakfast Menu
38,2025/01/09,Thu,Singapore,Hotcakes with Sausage,7.30,135558.28,Platters,Breakfast Menu
39,2025/01/09,Thu,Singapore,Hotcakes with Sausage Meal,8.95,166198.17,Platters,Breakfast Menu
40,2025/01/09,Thu,Singapore,Hotcakes,6.30,116988.66,Platters,Breakfast Menu
41,2025/01/09,Thu,Singapore,Hotcakes Meal,8.30,154127.91,Platters,Breakfast Menu
42,2025/01/09,Thu,Singapore,Breakfast Wrap Sausage,6.40,118845.62,Breakfast Wraps,Breakfast Menu
43,2025/01/09,Thu,Singapore,Breakfast Wrap Sausage Meal,8.20,152270.95,Breakfast Wraps,Breakfast Menu
44,2025/01/09,Thu,Singapore,Breakfast Wrap Chicken Ham,6.20,115131.69,Breakfast Wraps,Breakfast Menu
45,2025/01/09,Thu,Singapore,Breakfast Wrap Chicken Ham Meal,8.00,148557.02,Breakfast Wraps,Breakfast Menu
