,Date,Day,Territory,Menu Item,Price (SGD),Price (VND),Category,Menu
1,2024/12/05,Thu,Singapore,Belgian Waffles Platter,7.80,147573.47,What's New,Breakfast Menu
2,2024/12/05,Thu,Singapore,Belgian Waffles Platter Meal,9.00,170277.08,What's New,Breakfast Menu
3,2024/12/05,Thu,Singapore,2xVM: Belgian Waffles Platter EVM + SME EVM,15.75,297984.90,What's New,Breakfast Menu
4,2024/12/05,Thu,Singapore,2xVM: Belgian Waffles Platter EVM + CME EVM,15.65,296092.93,What's New,Breakfast Menu
5,2024/12/05,Thu,Singapore,Potato Pops,5.70,107842.15,What's New,Breakfast Menu
6,2024/12/05,Thu,Singapore,Maltesers® McFlurry®,4.10,77570.67,What's New,Breakfast Menu
7,2024/12/05,Thu,Singapore,Chicken Bacon and Egg McMuffin®,5.20,98382.32,Burgers & Muffins,Breakfast Menu
8,2024/12/05,Thu,Singapore,Chicken Bacon and Egg McMuffin® Meal,6.30,119193.96,Burgers & Muffins,Breakfast Menu
9,2024/12/05,Thu,Singapore,Double Sausage Egg McMuffin®,6.70,126761.83,Burgers & Muffins,Breakfast Menu
10,2024/12/05,Thu,Singapore,Double Sausage Egg McMuffin® Meal,8.50,160817.25,Burgers & Muffins,Breakfast Menu
11,2024/12/05,Thu,Singapore,Sausage Egg McMuffin®,5.30,100274.28,Burgers & Muffins,Breakfast Menu
12,2024/12/05,Thu,Singapore,Sausage Egg McMuffin® Meal,7.10,134329.70,Burgers & Muffins,Breakfast Menu
13,2024/12/05,Thu,Singapore,Double Sausage McMuffin®,5.70,107842.15,Burgers & Muffins,Breakfast Menu
14,2024/12/05,Thu,Singapore,Double Sausage McMuffin® Meal,7.40,140005.60,Burgers & Muffins,Breakfast Menu
15,2024/12/05,Thu,Singapore,Scrambled Egg Burger with Sausage,5.50,104058.22,Burgers & Muffins,Breakfast Menu
16,2024/12/05,Thu,Singapore,Scrambled Egg Burger with Sausage Meal,7.20,136221.67,Burgers & Muffins,Breakfast Menu
17,2024/12/05,Thu,Singapore,Scrambled Egg Burger with Chicken,5.50,104058.22,Burgers & Muffins,Breakfast Menu
18,2024/12/05,Thu,Singapore,Scrambled Egg Burger with Chicken Meal,7.20,136221.67,Burgers & Muffins,Breakfast Menu
19,2024/12/05,Thu,Singapore,Double Filet-O-Fish®,8.15,154195.36,Burgers & Muffins,Breakfast Menu
20,2024/12/05,Thu,Singapore,Double Filet-O-Fish® Meal,10.00,189196.76,Burgers & Muffins,Breakfast Menu
