,Date,Day,Territory,Menu Item,Price (SGD),Price (VND),Category,Menu
1,2025/01/20,Mon,Singapore,Prosperity Waffles Platter,8.65,159904.92,What's New,Breakfast Menu
2,2025/01/20,Mon,Singapore,Prosperity Waffles Platter Meal,10.30,190407.02,What's New,Breakfast Menu
3,2025/01/20,Mon,Singapore,McMuffin Stack,7.90,146040.33,What's New,Breakfast Menu
4,2025/01/20,Mon,Singapore,McMuffin Stack Meal,9.70,179315.34,What's New,Breakfast Menu
5,2025/01/20,Mon,Singapore,McMuffin Stack,7.90,146040.33,Burgers & Muffins,Breakfast Menu
6,2025/01/20,Mon,Singapore,McMuffin Stack Meal,9.70,179315.34,Burgers & Muffins,Breakfast Menu
7,2025/01/20,Mon,Singapore,Double Sausage Egg McMuffin®,6.70,123856.99,Burgers & Muffins,Breakfast Menu
8,2025/01/20,Mon,Singapore,Double Sausage Egg McMuffin® Meal,8.50,157132.00,Burgers & Muffins,Breakfast Menu
9,2025/01/20,Mon,Singapore,Sausage Egg McMuffin®,5.30,97976.43,Burgers & Muffins,Breakfast Menu
10,2025/01/20,Mon,Singapore,Sausage Egg McMuffin® Meal,7.10,131251.44,Burgers & Muffins,Breakfast Menu
11,2025/01/20,Mon,Singapore,Double Sausage McMuffin®,5.70,105370.87,Burgers & Muffins,Breakfast Menu
12,2025/01/20,Mon,Singapore,Double Sausage McMuffin® Meal,7.40,136797.27,Burgers & Muffins,Breakfast Menu
13,2025/01/20,Mon,Singapore,Scrambled Egg Burger with Sausage,5.50,101673.65,Burgers & Muffins,Breakfast Menu
14,2025/01/20,Mon,Singapore,Scrambled Egg Burger with Sausage Meal,7.20,133100.05,Burgers & Muffins,Breakfast Menu
15,2025/01/20,Mon,Singapore,Scrambled Egg Burger with Chicken,5.50,101673.65,Burgers & Muffins,Breakfast Menu
16,2025/01/20,Mon,Singapore,Scrambled Egg Burger with Chicken Meal,7.20,133100.05,Burgers & Muffins,Breakfast Menu
17,2025/01/20,Mon,Singapore,Double Filet-O-Fish®,8.15,150661.86,Burgers & Muffins,Breakfast Menu
18,2025/01/20,Mon,Singapore,Double Filet-O-Fish® Meal,10.00,184861.18,Burgers & Muffins,Breakfast Menu
19,2025/01/20,Mon,Singapore,Filet-O-Fish®,6.25,115538.24,Burgers & Muffins,Breakfast Menu
20,2025/01/20,Mon,Singapore,Filet-O-Fish® Meal,7.60,140494.50,Burgers & Muffins,Breakfast Menu
21,2025/01/20,Mon,Singapore,Chicken Muffin with Egg,5.20,96127.81,Burgers & Muffins,Breakfast Menu
22,2025/01/20,Mon,Singapore,Chicken Muffin with Egg Meal,7.00,129402.83,Burgers & Muffins,Breakfast Menu
23,2025/01/20,Mon,Singapore,Chicken Bacon and Egg McMuffin®,5.20,96127.81,Burgers & Muffins,Breakfast Menu
24,2025/01/20,Mon,Singapore,Chicken Bacon and Egg McMuffin® Meal,6.30,116462.54,Burgers & Muffins,Breakfast Menu
25,2025/01/20,Mon,Singapore,Sausage McMuffin®,4.30,79490.31,Burgers & Muffins,Breakfast Menu
26,2025/01/20,Mon,Singapore,Sausage McMuffin® Meal,6.00,110916.71,Burgers & Muffins,Breakfast Menu
27,2025/01/20,Mon,Singapore,Chicken Muffin,4.30,79490.31,Burgers & Muffins,Breakfast Menu
28,2025/01/20,Mon,Singapore,Chicken Muffin Meal,6.00,110916.71,Burgers & Muffins,Breakfast Menu
29,2025/01/20,Mon,Singapore,Egg McMuffin®,5.20,96127.81,Burgers & Muffins,Breakfast Menu
30,2025/01/20,Mon,Singapore,Egg McMuffin® Meal,6.30,116462.54,Burgers & Muffins,Breakfast Menu
31,2025/01/20,Mon,Singapore,Prosperity Waffles Platter,8.65,159904.92,Platters,Breakfast Menu
32,2025/01/20,Mon,Singapore,Prosperity Waffles Platter Meal,10.30,190407.02,Platters,Breakfast Menu
33,2025/01/20,Mon,Singapore,Breakfast Deluxe,8.15,150661.86,Platters,Breakfast Menu
34,2025/01/20,Mon,Singapore,Breakfast Deluxe Meal,9.60,177466.73,Platters,Breakfast Menu
35,2025/01/20,Mon,Singapore,Big Breakfast®,7.10,131251.44,Platters,Breakfast Menu
36,2025/01/20,Mon,Singapore,Big Breakfast® Meal,8.05,148813.25,Platters,Breakfast Menu
37,2025/01/20,Mon,Singapore,Hotcakes with Sausage,7.30,134948.66,Platters,Breakfast Menu
38,2025/01/20,Mon,Singapore,Hotcakes with Sausage Meal,8.95,165450.76,Platters,Breakfast Menu
39,2025/01/20,Mon,Singapore,Hotcakes,6.30,116462.54,Platters,Breakfast Menu
40,2025/01/20,Mon,Singapore,Hotcakes Meal,8.30,153434.78,Platters,Breakfast Menu
41,2025/01/20,Mon,Singapore,Breakfast Wrap Sausage,6.40,118311.16,Breakfast Wraps,Breakfast Menu
42,2025/01/20,Mon,Singapore,Breakfast Wrap Sausage Meal,8.20,151586.17,Breakfast Wraps,Breakfast Menu
43,2025/01/20,Mon,Singapore,Breakfast Wrap Chicken Ham,6.20,114613.93,Breakfast Wraps,Breakfast Menu
44,2025/01/20,Mon,Singapore,Breakfast Wrap Chicken Ham Meal,8.00,147888.94,Breakfast Wraps,Breakfast Menu
45,2025/01/20,Mon,Singapore,Chicken McNuggets® (20pc),14.95,276367.46,McNuggets®,Breakfast Menu
46,2025/01/20,Mon,Singapore,Chicken McNuggets® (9pc),7.80,144191.72,McNuggets®,Breakfast Menu
47,2025/01/20,Mon,Singapore,Chicken McNuggets® (6pc),6.35,117386.85,McNuggets®,Breakfast Menu
48,2025/01/20,Mon,Singapore,Scrambled Egg Burger Junior Happy Meal®,5.80,107219.48,Happy Meal® and Family Meals,Breakfast Menu
49,2025/01/20,Mon,Singapore,Breakfast Hotcakes (2pc) Happy Meal®,5.80,107219.48,Happy Meal® and Family Meals,Breakfast Menu
50,2025/01/20,Mon,Singapore,Strawberry Bliss Sundae,3.20,59155.58,"Sides, Pies & Desserts",Breakfast Menu
51,2025/01/20,Mon,Singapore,Strawberry Hot Fudge Sundae,3.20,59155.58,"Sides, Pies & Desserts",Breakfast Menu
52,2025/01/20,Mon,Singapore,Strawberry OREO® McFlurry®,3.90,72095.86,"Sides, Pies & Desserts",Breakfast Menu
53,2025/01/20,Mon,Singapore,Hash Brown,3.20,59155.58,"Sides, Pies & Desserts",Breakfast Menu
54,2025/01/20,Mon,Singapore,Apple Pie,1.90,35123.62,"Sides, Pies & Desserts",Breakfast Menu
55,2025/01/20,Mon,Singapore,Apple Slices,2.30,42518.07,"Sides, Pies & Desserts",Breakfast Menu
56,2025/01/20,Mon,Singapore,McCafé Iced Latte (No Sugar),4.70,86884.75,Drinks,Breakfast Menu
57,2025/01/20,Mon,Singapore,McCafé Iced Latte (With Sugar Syrup),4.70,86884.75,Drinks,Breakfast Menu
58,2025/01/20,Mon,Singapore,McCafé Latte,4.50,83187.53,Drinks,Breakfast Menu
59,2025/01/20,Mon,Singapore,McCafé Cappuccino,4.50,83187.53,Drinks,Breakfast Menu
60,2025/01/20,Mon,Singapore,McCafé Premium Roast Coffee Black,3.50,64701.41,Drinks,Breakfast Menu
61,2025/01/20,Mon,Singapore,McCafé Premium Roast Coffee with Milk,3.50,64701.41,Drinks,Breakfast Menu
62,2025/01/20,Mon,Singapore,Iced Milo® Small,4.50,83187.53,Drinks,Breakfast Menu
63,2025/01/20,Mon,Singapore,Iced Milo® Medium,4.70,86884.75,Drinks,Breakfast Menu
64,2025/01/20,Mon,Singapore,Hot Milo®,3.60,66550.02,Drinks,Breakfast Menu
65,2025/01/20,Mon,Singapore,Tea Black,3.50,64701.41,Drinks,Breakfast Menu
66,2025/01/20,Mon,Singapore,Tea with Milk,3.50,64701.41,Drinks,Breakfast Menu
67,2025/01/20,Mon,Singapore,Coke® Zero Sugar Small,3.50,64701.41,Drinks,Breakfast Menu
